City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
235,Geraldton,AU,-28.7667,114.6,45.01,81,0,6.91,clear sky,2022-06-29 23:08:34
236,Coruripe,BR,-10.1256,-36.1756,72.91,78,40,8.05,scattered clouds,2022-06-29 23:08:34
237,Spencer,US,43.1414,-95.1444,93.31,34,0,23.02,clear sky,2022-06-29 23:07:28
238,Hounde,BF,11.5,-3.5167,78.67,70,44,9.26,scattered clouds,2022-06-29 23:08:35
239,Gotsu,JP,35.0,132.2167,81.34,72,0,1.95,clear sky,2022-06-29 23:08:35
240,Marzuq,YE,14.4,46.4667,80.2,18,82,2.46,broken clouds,2022-06-29 23:08:36
241,Bereda,ES,43.2686,-7.5406,50.58,100,72,2.46,broken clouds,2022-06-29 23:08:36
242,Penzance,GB,50.1186,-5.5371,54.28,76,84,12.57,broken clouds,2022-06-29 23:08:37
243,Voloshka,RU,61.3314,40.0858,48.7,77,31,4.7,scattered clouds,2022-06-29 23:08:37
244,Rincon,US,32.296,-81.2354,79.86,88,75,3.44,broken clouds,2022-06-29 23:08:38
245,Saint-Pierre,RE,-21.3393,55.4781,62.28,67,20,6.91,few clouds,2022-06-29 23:08:38
246,Cabo San Lucas,MX,22.8909,-109.9124,92.61,54,0,8.05,clear sky,2022-06-29 23:08:07
247,Ostrovnoy,RU,68.0531,39.5131,50.58,78,44,10.29,scattered clouds,2022-06-29 23:08:39
248,Cairns,AU,-16.9167,145.7667,77.07,97,100,10.36,overcast clouds,2022-06-29 23:07:18
249,Avon,US,41.4517,-82.0354,82.78,55,20,4.61,few clouds,2022-06-29 23:08:39
250,Pemba,MZ,-12.974,40.5178,73.36,69,7,13.11,clear sky,2022-06-29 23:08:40
251,Vrangel,RU,42.7297,133.0839,60.15,93,87,9.89,overcast clouds,2022-06-29 23:08:40
252,Riyadh,SA,24.6877,46.7219,87.94,13,1,10.87,clear sky,2022-06-29 23:04:29
253,College,US,64.8569,-147.8028,77.58,43,75,8.05,smoke,2022-06-29 23:08:41
254,Port-Cartier,CA,50.0334,-66.8654,59.68,88,89,3.29,heavy intensity rain,2022-06-29 23:08:41
255,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,89,2,2.62,clear sky,2022-06-29 23:08:41
256,Mnogovershinnyy,RU,53.9353,139.9242,65.93,60,0,3.02,clear sky,2022-06-29 23:08:42
257,Derveni,GR,38.1333,22.4167,75.81,62,0,1.05,clear sky,2022-06-29 23:08:42
258,Esqueda,MX,30.7167,-109.5833,72.5,66,61,4.99,broken clouds,2022-06-29 23:08:42
259,Villa Carlos Paz,AR,-31.4241,-64.4978,62.89,29,2,8.99,clear sky,2022-06-29 23:06:25
260,Ambulu,ID,-8.345,113.6058,73.29,90,86,2.55,overcast clouds,2022-06-29 23:08:43
261,Christchurch,NZ,-43.5333,172.6333,45.41,88,42,5.75,scattered clouds,2022-06-29 23:05:06
262,Longyearbyen,SJ,78.2186,15.6401,44.44,93,75,0.0,broken clouds,2022-06-29 23:08:44
263,Jiexiu,CN,37.0244,111.9125,71.83,65,21,2.73,few clouds,2022-06-29 23:08:44
264,Avera,US,33.194,-82.5271,84.54,49,98,7.78,overcast clouds,2022-06-29 23:08:45
265,Galveston,US,29.3669,-94.9669,91.51,68,0,10.36,clear sky,2022-06-29 23:08:45
266,Kyabe,TD,9.4515,18.9449,73.6,86,96,0.98,light rain,2022-06-29 23:08:46
267,Chicama,PE,-7.8447,-79.1469,61.34,72,0,7.34,clear sky,2022-06-29 23:08:46
268,Kudahuvadhoo,MV,2.6708,72.8944,81.23,78,89,7.74,overcast clouds,2022-06-29 23:08:47
269,Qinzhou,CN,21.95,108.6167,80.1,89,97,4.0,overcast clouds,2022-06-29 23:08:47
270,Tocopilla,CL,-22.092,-70.1979,60.94,77,52,0.72,broken clouds,2022-06-29 23:08:47
271,Acajutla,SV,13.5928,-89.8275,83.61,71,23,4.38,few clouds,2022-06-29 23:08:48
272,Malchevskaya,RU,49.0552,40.3625,59.05,62,59,6.35,broken clouds,2022-06-29 23:08:48
273,Necochea,AR,-38.5473,-58.7368,53.19,63,100,16.4,light rain,2022-06-29 23:08:49
274,Tongren,CN,27.7172,109.1853,76.62,89,34,1.14,scattered clouds,2022-06-29 23:09:49
275,Turukhansk,RU,65.8167,87.9833,53.64,85,98,2.21,overcast clouds,2022-06-29 23:09:50
276,Ambilobe,MG,-13.2,49.05,63.14,80,0,3.51,clear sky,2022-06-29 23:09:50
277,Chokurdakh,RU,70.6333,147.9167,56.98,41,59,18.59,broken clouds,2022-06-29 23:09:50
278,Gillingham,GB,51.3891,0.5486,60.04,88,100,1.01,light rain,2022-06-29 23:09:51
279,Lompoc,US,34.6391,-120.4579,88.79,70,0,13.8,clear sky,2022-06-29 23:09:51
280,Ariquemes,BR,-9.9133,-63.0408,75.31,53,22,3.53,few clouds,2022-06-29 23:09:52
281,Santo Tomas,PH,14.1079,121.1414,78.57,96,100,3.04,moderate rain,2022-06-29 23:09:52
282,Tautira,PF,-17.7333,-149.15,78.33,78,30,17.94,light rain,2022-06-29 23:09:52
283,Bunia,CD,1.5667,30.25,62.91,84,76,0.92,broken clouds,2022-06-29 23:09:53
284,Astara,AZ,38.5,48.6667,66.4,40,0,3.91,clear sky,2022-06-29 23:09:53
285,Hanmer Springs,NZ,-42.5167,172.8167,46.94,76,29,7.96,scattered clouds,2022-06-29 23:09:54
286,Bainbridge,US,47.6262,-122.5212,70.63,65,75,4.0,broken clouds,2022-06-29 23:09:01
287,Maldonado,UY,-34.6667,-54.9167,57.22,79,95,10.87,overcast clouds,2022-06-29 23:09:54
288,Lagoa,PT,39.05,-27.9833,65.3,78,0,3.51,clear sky,2022-06-29 23:09:55
289,Alyangula,AU,-13.8483,136.4192,73.71,71,100,18.1,light rain,2022-06-29 23:09:55
290,Dali,CN,25.7,100.1833,61.61,91,100,2.33,overcast clouds,2022-06-29 23:09:56
291,Mount Isa,AU,-20.7333,139.5,56.97,77,100,8.05,overcast clouds,2022-06-29 23:09:56
292,Pevek,RU,69.7008,170.3133,34.66,98,100,8.19,snow,2022-06-29 23:09:56
293,Sanghar,PK,26.0466,68.9481,85.44,71,100,23.73,overcast clouds,2022-06-29 23:09:57
294,Trairi,BR,-3.2778,-39.2689,77.56,84,90,8.48,overcast clouds,2022-06-29 23:06:50
295,Jiaojiang,CN,28.6803,121.4428,82.0,92,98,6.4,overcast clouds,2022-06-29 23:09:57
296,Thinadhoo,MV,0.5333,72.9333,81.97,74,42,4.61,scattered clouds,2022-06-29 23:09:58
297,Arlit,NE,18.7369,7.3853,93.49,18,50,7.54,scattered clouds,2022-06-29 23:09:59
298,Codrington,AU,-38.2667,141.9667,46.36,93,98,8.1,overcast clouds,2022-06-29 23:09:59
299,Bangassou,CF,4.7413,22.8184,68.31,84,33,0.81,scattered clouds,2022-06-29 23:09:59
300,Bathsheba,BB,13.2167,-59.5167,79.75,81,53,20.98,light rain,2022-06-29 23:10:00
301,Santa Ana,US,33.7456,-117.8678,102.07,51,0,13.8,clear sky,2022-06-29 23:08:12
302,Severo-Kurilsk,RU,50.6789,156.125,48.85,88,100,7.34,light rain,2022-06-29 23:10:01
303,Zimovniki,RU,47.1483,42.4633,61.66,43,2,8.23,clear sky,2022-06-29 23:10:02
304,Khandyga,RU,62.6667,135.6,60.69,98,100,5.84,light rain,2022-06-29 23:10:03
305,Cruzilia,BR,-21.8386,-44.8083,58.01,71,0,0.69,clear sky,2022-06-29 23:10:04
306,Auki,SB,-8.7676,160.7034,84.16,68,8,7.96,clear sky,2022-06-29 23:10:05
307,Alappuzha,IN,9.49,76.3264,77.0,83,75,12.77,light rain,2022-06-29 23:10:05
308,Perivolion,GR,39.4206,20.0147,78.66,82,0,9.1,clear sky,2022-06-29 23:10:06
309,Hobyo,SO,5.3505,48.5268,76.6,80,19,28.86,few clouds,2022-06-29 23:10:07
310,Lisakovsk,KZ,52.5369,62.4936,44.2,89,4,7.81,clear sky,2022-06-29 23:10:08
311,Fairbanks,US,64.8378,-147.7164,77.59,43,75,8.05,smoke,2022-06-29 23:09:57
312,Roscommon,IE,53.6333,-8.1833,48.45,96,38,6.26,scattered clouds,2022-06-29 23:10:09
313,Panama City,PA,8.9936,-79.5197,82.29,75,65,8.25,broken clouds,2022-06-29 23:08:42
314,Imbituba,BR,-28.24,-48.6703,56.19,74,5,5.53,clear sky,2022-06-29 23:10:10
315,Sola,VU,-13.8833,167.55,80.37,79,26,23.6,scattered clouds,2022-06-29 23:10:11
316,Lata,PT,40.1629,-8.3327,61.81,85,100,7.63,overcast clouds,2022-06-29 23:10:11
317,Grootfontein,NA,-19.5667,18.1167,46.71,71,37,5.77,scattered clouds,2022-06-29 23:10:12
318,Mokrous,RU,51.2333,47.5167,51.57,71,2,5.28,clear sky,2022-06-29 23:10:12
319,Pudozh,RU,61.8099,36.5345,51.39,67,66,2.93,broken clouds,2022-06-29 23:10:13
320,Det Udom,TH,14.906,105.0784,77.77,87,93,5.64,overcast clouds,2022-06-29 23:11:13
321,Blagoveshchenka,RU,52.8333,79.8667,50.29,68,0,11.7,clear sky,2022-06-29 23:11:14
322,Shirgaon,IN,19.7,72.7,81.63,84,93,12.71,overcast clouds,2022-06-29 23:11:14
323,Banda Aceh,ID,5.5577,95.3222,79.39,72,97,18.41,overcast clouds,2022-06-29 23:11:14
324,Chadan,RU,51.2833,91.5833,62.74,60,36,3.4,scattered clouds,2022-06-29 23:11:15
325,Ixtapa,MX,20.7,-105.2,85.23,74,75,9.22,broken clouds,2022-06-29 23:11:16
326,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.05,97,79,1.52,broken clouds,2022-06-29 23:11:16
327,Tessalit,ML,20.1986,1.0114,96.55,12,15,10.87,few clouds,2022-06-29 23:11:17
328,Bengkulu,ID,-3.8004,102.2655,73.36,94,100,15.35,moderate rain,2022-06-29 23:11:18
329,Gizo,SB,-8.103,156.8419,83.64,73,9,8.77,clear sky,2022-06-29 23:11:18
330,Uruzgan,AF,32.8333,66.0,78.13,13,0,7.07,clear sky,2022-06-29 23:10:13
331,Tiksi,RU,71.6872,128.8694,38.61,75,62,5.61,broken clouds,2022-06-29 23:11:19
332,La Asuncion,VE,11.0333,-63.8628,78.35,86,87,15.35,overcast clouds,2022-06-29 23:11:20
333,Coihaique,CL,-45.5752,-72.0662,36.21,80,40,2.3,scattered clouds,2022-06-29 23:11:21
334,Umea,SE,63.8284,20.2597,62.53,100,0,2.3,clear sky,2022-06-29 23:11:22
335,Biak,ID,-0.9131,122.8766,77.16,84,58,1.81,broken clouds,2022-06-29 23:11:23
336,Popondetta,PG,-8.7537,148.2534,84.15,58,47,0.72,scattered clouds,2022-06-29 23:11:23
337,Manati,PR,18.4275,-66.4921,85.71,85,94,15.5,overcast clouds,2022-06-29 23:11:24
338,Broken Hill,AU,-31.95,141.4333,47.3,66,2,6.44,clear sky,2022-06-29 23:11:25
339,Maumere,ID,-8.6199,122.2111,78.35,87,90,7.78,overcast clouds,2022-06-29 23:11:26
340,Nizwa,OM,22.9333,57.5333,85.14,63,87,3.74,overcast clouds,2022-06-29 23:11:27
341,Labuhan,ID,-6.8844,112.2051,74.97,85,37,8.7,scattered clouds,2022-06-29 23:11:27
342,Homnabad,IN,17.7667,77.1333,73.2,92,100,12.71,overcast clouds,2022-06-29 23:11:28
343,Graested,DK,56.0656,12.2851,60.76,91,52,4.27,broken clouds,2022-06-29 23:11:28
344,Fortuna,US,40.5982,-124.1573,61.93,83,100,3.0,overcast clouds,2022-06-29 23:11:28
345,Imeni Zhelyabova,RU,58.9544,36.5956,54.23,68,77,1.52,broken clouds,2022-06-29 23:11:29
346,Birjand,IR,32.8663,59.2211,79.16,27,0,30.15,clear sky,2022-06-29 23:11:29
347,Horadiz,AZ,39.4488,47.3353,76.41,31,0,2.01,clear sky,2022-06-29 23:11:29
348,Goderich,CA,43.7501,-81.7165,63.91,69,35,7.7,scattered clouds,2022-06-29 23:11:30
349,Spornoye,RU,50.8448,37.2913,60.55,78,99,3.98,overcast clouds,2022-06-29 23:11:30
350,Margate,GB,51.3813,1.3862,58.3,95,100,3.0,light rain,2022-06-29 23:11:31
351,Parana,AR,-31.732,-60.5238,58.55,65,1,10.45,light rain,2022-06-29 23:11:31
352,Yaan,NG,7.3833,8.5667,73.89,90,99,8.3,moderate rain,2022-06-29 23:11:32
353,Terney,RU,45.0503,136.6092,62.49,83,100,3.6,overcast clouds,2022-06-29 23:11:33
354,Sibolga,ID,1.7427,98.7792,74.28,90,100,3.76,overcast clouds,2022-06-29 23:11:33
355,Axim,GH,4.8699,-2.2405,76.41,90,100,11.39,light rain,2022-06-29 23:11:33
356,Shu,KZ,43.5983,73.7614,77.36,27,59,9.95,broken clouds,2022-06-29 23:11:34
357,Riwaka,NZ,-41.0833,173.0,53.1,65,19,2.15,few clouds,2022-06-29 23:11:34
358,Plainview,US,40.7765,-73.4673,79.83,57,0,14.97,clear sky,2022-06-29 23:11:35
359,Coquimbo,CL,-29.9533,-71.3436,56.93,88,0,4.61,clear sky,2022-06-29 23:11:35
360,Bethel,US,41.3712,-73.414,80.64,58,25,4.65,scattered clouds,2022-06-29 23:11:36
361,Cap Malheureux,MU,-19.9842,57.6142,69.48,70,88,17.87,overcast clouds,2022-06-29 23:11:36
362,Nikologory,RU,56.1413,41.9922,51.33,72,63,6.13,broken clouds,2022-06-29 23:11:36
363,Havre,FR,49.5833,0.3333,60.57,88,75,13.8,broken clouds,2022-06-29 23:11:37
364,Extremoz,BR,-5.7056,-35.3072,72.05,100,0,4.61,light rain,2022-06-29 23:12:37
365,Amahai,ID,-3.3333,128.9167,79.52,81,74,3.11,broken clouds,2022-06-29 23:12:38
366,Alofi,NU,-19.0595,-169.9187,82.29,74,75,12.66,broken clouds,2022-06-29 23:12:38
367,Ust-Omchug,RU,61.15,149.6333,67.73,48,100,3.6,overcast clouds,2022-06-29 23:12:39
368,Guerrero Negro,MX,27.9769,-114.0611,79.79,53,1,18.86,clear sky,2022-06-29 23:08:48
369,Pangnirtung,CA,66.1451,-65.7125,50.56,58,32,3.22,scattered clouds,2022-06-29 23:10:56
370,Port Hardy,CA,50.6996,-127.4199,57.65,84,100,3.78,overcast clouds,2022-06-29 23:11:02
371,Half Moon Bay,US,37.4636,-122.4286,79.54,73,75,20.71,mist,2022-06-29 23:12:40
372,Lakhimpur,IN,27.95,80.7667,79.74,83,100,9.66,moderate rain,2022-06-29 23:12:40
373,Faya,SA,18.3851,42.4509,73.92,35,34,5.64,scattered clouds,2022-06-29 23:12:41
374,Chuy,UY,-33.6971,-53.4616,50.18,81,55,6.31,broken clouds,2022-06-29 23:10:09
375,Sorland,NO,67.667,12.6934,51.66,92,5,7.78,clear sky,2022-06-29 23:12:41
376,Nha Trang,VN,12.25,109.1833,84.2,73,100,6.49,overcast clouds,2022-06-29 23:10:32
377,Yumen,CN,40.2833,97.2,74.34,36,100,8.55,overcast clouds,2022-06-29 23:12:42
378,Yatou,CN,37.15,122.3833,72.72,95,99,7.94,overcast clouds,2022-06-29 23:12:42
379,Kisangani,CD,0.5167,25.2,69.42,95,77,2.21,broken clouds,2022-06-29 23:12:43
380,Winthrop,US,42.3751,-70.9828,82.69,48,75,9.22,broken clouds,2022-06-29 23:12:43
381,Omboue,GA,-1.5746,9.2618,71.37,91,85,5.84,overcast clouds,2022-06-29 23:12:07
382,Ihosy,MG,-22.4,46.1167,54.95,88,95,7.45,overcast clouds,2022-06-29 23:12:44
383,Benguela,AO,-12.5763,13.4055,69.48,73,8,1.9,clear sky,2022-06-29 23:12:44
384,Oranjestad,AW,12.524,-70.027,76.95,94,75,3.44,light rain,2022-06-29 23:12:45
385,Koson,UZ,39.0375,65.585,86.32,22,0,10.25,clear sky,2022-06-29 23:12:45
386,Mugumu,TZ,-1.85,34.7,57.34,75,46,2.44,scattered clouds,2022-06-29 23:12:45
387,Linxia,CN,35.6003,103.2064,61.57,49,84,4.68,broken clouds,2022-06-29 23:12:46
388,Sinnamary,GF,5.3833,-52.95,73.9,93,100,4.0,overcast clouds,2022-06-29 23:12:46
389,Puro,PH,12.4841,123.3827,80.44,82,100,7.74,overcast clouds,2022-06-29 23:12:47
390,Kununurra,AU,-15.7667,128.7333,67.98,64,100,10.36,overcast clouds,2022-06-29 23:12:47
391,Kavieng,PG,-2.5744,150.7967,82.02,75,100,7.52,light rain,2022-06-29 23:12:48
392,Santiago Del Estero,AR,-27.7951,-64.2615,62.02,36,0,8.23,clear sky,2022-06-29 23:12:48
393,Lahaina,US,20.8783,-156.6825,87.8,77,51,8.79,broken clouds,2022-06-29 23:12:48
394,Kirkwall,GB,58.9848,-2.9587,55.45,94,75,11.5,broken clouds,2022-06-29 23:12:49
395,Bodden Town,KY,19.2833,-81.25,88.0,68,20,9.22,few clouds,2022-06-29 23:12:49
396,Tromso,NO,69.6496,18.957,55.42,82,75,24.16,broken clouds,2022-06-29 23:12:50
397,Buraydah,SA,26.326,43.975,85.41,15,0,2.77,clear sky,2022-06-29 23:12:50
398,Senanga,ZM,-16.1167,23.2667,53.58,70,92,7.23,overcast clouds,2022-06-29 23:12:50
399,Tevriz,RU,57.509,72.4042,46.83,97,100,17.18,moderate rain,2022-06-29 23:12:51
400,Visby,SE,57.6409,18.296,65.82,94,100,3.44,overcast clouds,2022-06-29 23:12:51
401,Waingapu,ID,-9.6567,120.2641,76.84,78,48,15.14,scattered clouds,2022-06-29 23:09:09
402,Acari,PE,-15.4311,-74.6158,64.4,75,23,4.14,few clouds,2022-06-29 23:12:52
403,Kidal,ML,18.4411,1.4078,96.03,12,50,7.9,scattered clouds,2022-06-29 23:12:52
404,Swamimalai,IN,10.95,79.3333,82.09,68,97,12.21,overcast clouds,2022-06-29 23:12:53
405,Zafra,ES,38.4167,-6.4167,60.44,49,44,7.92,scattered clouds,2022-06-29 23:12:53
406,Udachnyy,RU,66.4167,112.4,59.45,62,57,18.77,broken clouds,2022-06-29 23:12:53
407,Rexburg,US,43.826,-111.7897,82.38,16,0,25.32,clear sky,2022-06-29 23:12:54
408,Awassa,ET,7.05,38.4667,60.12,89,95,5.39,light rain,2022-06-29 23:12:54
409,Namibe,AO,-15.1961,12.1522,67.14,80,55,3.04,broken clouds,2022-06-29 23:11:22
410,Bollnas,SE,61.3482,16.3946,62.83,98,92,1.48,overcast clouds,2022-06-29 23:13:55
411,Hit,IQ,33.6416,42.8251,91.13,16,0,9.84,clear sky,2022-06-29 23:13:50
412,Tecoanapa,MX,16.5167,-98.75,85.14,67,81,9.62,broken clouds,2022-06-29 23:13:55
413,Dingle,PH,10.9995,122.6711,79.23,88,100,4.74,overcast clouds,2022-06-29 23:13:56
414,Soyo,AO,-6.1349,12.3689,72.19,92,99,5.21,overcast clouds,2022-06-29 23:13:56
415,San Matias,BO,-16.3667,-58.4,72.28,59,1,3.78,clear sky,2022-06-29 23:13:57
416,Sambava,MG,-14.2667,50.1667,68.79,86,66,13.31,light rain,2022-06-29 23:13:57
417,Vung Tau,VN,10.346,107.0843,81.72,83,100,11.79,overcast clouds,2022-06-29 23:13:58
418,Camacupa,AO,-12.0167,17.4833,53.55,54,80,4.65,broken clouds,2022-06-29 23:13:58
419,Whitehorse,CA,60.7161,-135.0538,72.1,52,75,3.44,light intensity shower rain,2022-06-29 23:13:59
420,Tambovka,RU,50.0969,128.0489,70.95,82,1,5.5,clear sky,2022-06-29 23:13:59
421,Nampula,MZ,-15.1165,39.2666,62.42,95,68,2.42,light rain,2022-06-29 23:13:59
422,Daugavpils,LV,55.8833,26.5333,64.51,96,44,5.12,scattered clouds,2022-06-29 23:14:00
423,Jardim,BR,-21.4803,-56.1381,65.43,68,2,4.09,clear sky,2022-06-29 23:14:00
424,Okhotsk,RU,59.3833,143.3,55.44,86,100,3.65,overcast clouds,2022-06-29 23:14:01
425,Lewistown,US,40.5992,-77.5714,83.08,68,0,6.91,clear sky,2022-06-29 23:14:02
426,Canton,CN,23.1167,113.25,86.88,75,72,4.56,broken clouds,2022-06-29 23:10:50
427,Tigil,RU,57.8,158.6667,68.97,50,1,12.97,clear sky,2022-06-29 23:14:02
428,Bouna,CI,9.2667,-3.0,75.47,83,100,5.57,overcast clouds,2022-06-29 23:14:03
429,Zhigansk,RU,66.7697,123.3711,56.68,67,97,10.51,overcast clouds,2022-06-29 23:14:04
430,Angoche,MZ,-16.2325,39.9086,69.19,84,85,2.04,light rain,2022-06-29 23:14:04
431,Buritis,BR,-15.6178,-46.4233,69.64,41,0,1.63,clear sky,2022-06-29 23:11:07
432,Kenora,CA,49.8167,-94.4337,59.97,72,75,10.36,broken clouds,2022-06-29 23:10:31
433,Kingman,US,35.1894,-114.053,104.18,13,20,18.41,few clouds,2022-06-29 23:14:05
434,Mirnyy,RU,62.5353,113.9611,64.24,67,100,1.99,overcast clouds,2022-06-29 23:14:06
435,Rio Gallegos,AR,-51.6226,-69.2181,34.84,80,54,13.87,broken clouds,2022-06-29 23:09:56
436,Ambovombe,MG,-25.1667,46.0833,62.44,78,0,9.31,clear sky,2022-06-29 23:14:07
437,Narsaq,GL,60.9167,-46.05,44.82,94,100,4.34,overcast clouds,2022-06-29 23:14:07
438,Severnyy,RU,50.677,36.5532,64.44,63,0,6.71,clear sky,2022-06-29 23:14:08
439,Paciran,ID,-6.8767,112.3761,74.77,86,35,7.16,scattered clouds,2022-06-29 23:14:08
440,Villazon,BO,-22.0866,-65.5942,43.48,7,0,4.07,clear sky,2022-06-29 23:14:09
441,Leh,IN,34.1667,77.5833,62.24,31,2,6.85,clear sky,2022-06-29 23:14:09
442,Tiarei,PF,-17.5333,-149.3333,80.62,78,16,19.55,light rain,2022-06-29 23:14:10
443,Maridi,SS,4.9158,29.4742,64.26,95,49,3.22,scattered clouds,2022-06-29 23:14:10
444,Seymchan,RU,62.8833,152.4333,54.75,64,78,3.94,broken clouds,2022-06-29 23:14:11
445,Podporozhye,RU,60.9112,34.1706,51.96,61,90,1.88,overcast clouds,2022-06-29 23:14:11
446,Ozerne,UA,50.1782,28.7338,64.81,91,99,3.67,overcast clouds,2022-06-29 23:14:12
447,Ciucurova,RO,44.9333,28.4833,60.8,59,6,2.3,clear sky,2022-06-29 23:14:13
448,Tuatapere,NZ,-46.1333,167.6833,51.84,76,98,10.22,light rain,2022-06-29 23:14:13
449,Port Moresby,PG,-9.4431,147.1797,80.35,69,16,0.31,few clouds,2022-06-29 23:12:56
450,Chufarovo,RU,54.0963,47.3367,48.61,88,5,5.28,clear sky,2022-06-29 23:14:14
451,Burnie,AU,-41.0667,145.9167,49.95,76,14,5.1,few clouds,2022-06-29 23:14:16
452,Xichang,CN,27.8964,102.2634,64.54,88,85,2.3,overcast clouds,2022-06-29 23:14:16
453,Gat,IL,31.61,34.7642,75.81,61,0,5.53,clear sky,2022-06-29 23:14:16
454,Razole,IN,16.4833,81.8333,82.85,74,100,9.35,overcast clouds,2022-06-29 23:14:17
455,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,90,100,18.41,overcast clouds,2022-06-29 23:15:17
456,Fort Nelson,CA,58.8053,-122.7002,81.73,24,69,6.85,broken clouds,2022-06-29 23:15:06
457,Cocobeach,GA,1.0002,9.5823,76.42,88,92,12.97,overcast clouds,2022-06-29 23:15:18
458,Hojai,IN,26.0,92.8667,73.96,96,82,3.2,broken clouds,2022-06-29 23:15:19
459,Kavaratti,IN,10.5669,72.642,82.53,78,100,22.62,overcast clouds,2022-06-29 23:15:19
460,Montrose,US,38.4166,-108.2673,81.81,19,17,15.86,few clouds,2022-06-29 23:15:20
461,Snyder,US,32.7179,-100.9176,94.08,22,0,8.05,clear sky,2022-06-29 23:15:20
462,Dong Hoi,VN,17.4833,106.6,82.54,75,100,5.99,moderate rain,2022-06-29 23:15:21
463,Salalah,OM,17.0151,54.0924,84.29,89,75,5.75,broken clouds,2022-06-29 23:15:22
464,Bairiki,KI,1.3292,172.9752,80.6,89,75,11.5,light rain,2022-06-29 23:15:22
465,Miranda,CO,3.2499,-76.2281,71.78,84,35,1.63,scattered clouds,2022-06-29 23:15:16
466,Abrego,CO,8.0807,-73.2205,65.77,94,93,5.19,overcast clouds,2022-06-29 23:15:23
467,Westport,US,41.1415,-73.3579,80.94,60,0,13.8,clear sky,2022-06-29 23:14:53
468,Umm Lajj,SA,25.0213,37.2685,83.43,58,66,6.29,broken clouds,2022-06-29 23:14:55
469,Mouila,GA,-1.8685,11.0559,72.77,87,100,2.53,overcast clouds,2022-06-29 23:15:24
470,Atar,MR,20.5169,-13.0499,94.46,18,0,8.08,clear sky,2022-06-29 23:15:25
471,Hoquiam,US,46.9809,-123.8893,64.96,74,0,10.36,clear sky,2022-06-29 23:11:04
