City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
472,Carahue,CL,-38.7,-73.1667,44.33,95,5,3.4,clear sky,2022-06-29 23:15:26
473,Aksu,CN,41.1231,80.2644,79.07,27,22,4.36,few clouds,2022-06-29 23:15:26
474,Sioux Lookout,CA,50.1001,-91.917,65.8,50,92,10.29,moderate rain,2022-06-29 23:11:33
475,Port Augusta,AU,-32.5,137.7667,49.1,86,6,6.42,clear sky,2022-06-29 23:15:27
476,San Quintin,MX,30.4833,-115.95,76.21,56,6,12.57,clear sky,2022-06-29 23:15:28
477,Cartagena Del Chaira,CO,1.3349,-74.8429,74.07,95,62,2.08,broken clouds,2022-06-29 23:15:28
478,Porto Novo,BJ,6.4965,2.6036,76.86,90,100,9.51,light rain,2022-06-29 23:14:21
479,San Jose,US,37.3394,-121.895,87.26,44,0,12.66,clear sky,2022-06-29 23:15:12
480,Novikovo,RU,51.1537,37.8879,59.29,79,100,3.83,overcast clouds,2022-06-29 23:15:29
481,Bela,IN,25.9333,81.9833,79.5,88,100,5.41,overcast clouds,2022-06-29 23:15:29
482,Dubai,AE,25.2582,55.3047,93.13,55,0,4.61,clear sky,2022-06-29 23:10:43
483,Adigeni,GE,41.6819,42.6987,55.85,95,25,2.17,scattered clouds,2022-06-29 23:15:30
484,Suntar,RU,62.1444,117.6319,63.68,72,88,5.79,overcast clouds,2022-06-29 23:15:30
485,Topchanchi,IN,23.9,86.2,78.28,88,100,1.12,overcast clouds,2022-06-29 23:15:31
486,Paamiut,GL,61.994,-49.6678,37.96,97,100,14.7,moderate rain,2022-06-29 23:15:31
487,Bani Walid,LY,31.7566,13.9942,84.22,25,1,4.23,clear sky,2022-06-29 23:15:32
488,Kota Belud,MY,6.351,116.4305,78.31,80,100,5.26,overcast clouds,2022-06-29 23:15:32
489,Kathu,TH,7.9178,98.3332,87.75,82,100,21.05,light rain,2022-06-29 23:15:33
490,Bom Jesus,BR,-9.0744,-44.3586,74.01,38,19,3.49,few clouds,2022-06-29 23:15:33
491,Lindi,TZ,-10.0,39.7167,64.53,96,52,4.03,broken clouds,2022-06-29 23:15:33
492,Petropavlovka,RU,50.6114,105.3196,66.51,83,57,3.04,broken clouds,2022-06-29 23:15:34
493,Shimoda,JP,34.6667,138.95,80.96,78,96,8.46,overcast clouds,2022-06-29 23:15:34
494,Majene,ID,-3.5403,118.9707,77.95,88,100,6.13,overcast clouds,2022-06-29 23:15:35
495,Meiktila,MM,20.8667,95.8667,77.65,82,100,10.25,overcast clouds,2022-06-29 23:15:35
496,Tallahassee,US,30.4383,-84.2807,85.68,82,75,4.61,broken clouds,2022-06-29 23:11:16
497,Hovd,MN,48.0056,91.6419,67.41,29,25,6.11,scattered clouds,2022-06-29 23:15:36
498,Liverpool,GB,53.4106,-2.9779,57.88,93,75,5.75,broken clouds,2022-06-29 23:13:11
499,Navirai,BR,-23.065,-54.1906,57.49,87,2,5.1,clear sky,2022-06-29 23:15:36
500,Olinda,BR,-8.0089,-34.8553,73.13,94,75,16.11,broken clouds,2022-06-29 23:15:24
501,Carutapera,BR,-1.195,-46.02,76.41,88,20,6.89,few clouds,2022-06-29 23:16:37
502,Palauig,PH,15.435,119.9045,80.42,84,100,14.34,moderate rain,2022-06-29 23:16:37
503,Buala,SB,-8.145,159.5921,84.13,72,13,11.52,light rain,2022-06-29 23:16:38
504,Sebinkarahisar,TR,40.2883,38.4236,55.08,84,23,0.31,few clouds,2022-06-29 23:16:39
505,Kruisfontein,ZA,-34.0033,24.7314,56.8,42,38,6.13,scattered clouds,2022-06-29 23:16:39
506,Chai Badan,TH,15.2,101.1333,79.36,82,99,6.17,overcast clouds,2022-06-29 23:16:39
507,Port Lincoln,AU,-34.7333,135.8667,57.04,70,97,15.7,overcast clouds,2022-06-29 23:15:06
508,Mandalgovi,MN,45.7625,106.2708,70.09,42,77,13.09,broken clouds,2022-06-29 23:16:40
509,Cadillac,US,44.2519,-85.4012,77.79,43,0,3.44,clear sky,2022-06-29 23:16:40
510,Chaihe,CN,44.7667,129.7,64.51,94,100,0.78,overcast clouds,2022-06-29 23:16:41
511,Maebaru,JP,33.55,130.2,83.88,77,13,4.61,few clouds,2022-06-29 23:16:41
512,Saint-Joseph,RE,-21.3667,55.6167,62.98,76,52,12.84,broken clouds,2022-06-29 23:16:42
513,Yermakovskoye,RU,53.2831,92.4003,62.28,73,66,0.98,broken clouds,2022-06-29 23:16:42
514,Buenaventura,CO,3.8801,-77.0312,77.29,91,70,2.37,broken clouds,2022-06-29 23:16:42
515,Inta,RU,66.0317,60.1659,38.64,83,99,13.96,overcast clouds,2022-06-29 23:16:43
516,Deer Lake,CA,49.1667,-57.4316,64.6,64,2,3.47,clear sky,2022-06-29 23:15:00
517,Tabas,IR,33.5959,56.9244,90.18,15,0,4.5,clear sky,2022-06-29 23:16:43
518,Arica,CL,-18.475,-70.3042,62.15,77,100,4.61,overcast clouds,2022-06-29 23:16:44
519,Nemuro,JP,43.3236,145.575,52.34,90,54,8.32,broken clouds,2022-06-29 23:16:44
520,Anton Lizardo,MX,19.05,-95.9833,87.22,70,17,8.28,few clouds,2022-06-29 23:16:45
521,Ruiru,KE,-1.1606,36.9567,60.03,82,75,11.5,broken clouds,2022-06-29 23:16:45
522,Storslett,NO,69.7678,21.0247,57.2,94,100,3.44,overcast clouds,2022-06-29 23:16:46
523,Port-Gentil,GA,-0.7193,8.7815,75.16,83,75,10.36,broken clouds,2022-06-29 23:16:46
524,Flers,FR,48.7372,-0.5747,52.05,96,78,3.65,broken clouds,2022-06-29 23:16:46
525,Roma,US,43.2128,-75.4557,73.72,59,40,9.22,scattered clouds,2022-06-29 23:13:01
526,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.9,95,85,2.39,overcast clouds,2022-06-29 23:16:47
527,Ranong,TH,9.9658,98.6348,75.13,86,94,11.59,overcast clouds,2022-06-29 23:16:48
528,Yar-Sale,RU,66.8333,70.8333,41.41,70,100,21.05,overcast clouds,2022-06-29 23:16:48
529,Marienburg,PL,54.0359,19.0266,64.89,95,70,3.24,broken clouds,2022-06-29 23:16:49
530,Karratha,AU,-20.7377,116.8463,61.66,40,0,22.86,clear sky,2022-06-29 23:16:49
531,Rabo De Peixe,PT,37.8,-25.5833,67.28,66,20,6.91,few clouds,2022-06-29 23:16:49
532,Kapit,MY,2.0167,112.9333,72.7,99,92,1.1,overcast clouds,2022-06-29 23:16:50
533,Sovetskiy,RU,61.3614,63.5842,42.8,82,77,7.27,broken clouds,2022-06-29 23:16:50
534,Nelson Bay,AU,-32.7167,152.15,55.99,93,72,5.99,broken clouds,2022-06-29 23:16:51
535,Hirado,JP,33.3597,129.5531,76.75,88,2,12.88,clear sky,2022-06-29 23:16:51
536,Ojo Caliente,MX,22.5708,-102.2519,77.74,33,100,12.91,overcast clouds,2022-06-29 23:16:52
537,Bosaso,SO,11.2842,49.1816,90.43,41,15,23.87,few clouds,2022-06-29 23:16:52
538,Lamar,US,33.6668,-95.5836,90.64,20,0,4.61,clear sky,2022-06-29 23:16:52
539,Touros,BR,-5.1989,-35.4608,75.83,88,59,13.15,broken clouds,2022-06-29 23:16:53
540,Berdigestyakh,RU,62.0989,126.6992,61.92,84,89,7.61,overcast clouds,2022-06-29 23:16:53
541,Mandera,KE,3.9366,41.867,75.99,55,50,16.82,scattered clouds,2022-06-29 23:16:53
542,Ulaanbaatar,MN,47.9077,106.8832,64.53,63,75,6.71,broken clouds,2022-06-29 23:16:54
543,Japura,ID,-0.3167,102.35,73.0,98,98,2.21,moderate rain,2022-06-29 23:16:54
544,Bekeshevskaya,RU,44.1139,42.4269,59.34,87,74,3.4,broken clouds,2022-06-29 23:16:55
545,Vostok,RU,46.4856,135.8833,69.28,71,100,0.38,overcast clouds,2022-06-29 23:16:55
546,Atambua,ID,-9.1061,124.8925,73.36,90,93,4.83,overcast clouds,2022-06-29 23:16:56
547,Santa Cruz,BO,-17.8,-63.1667,69.85,60,0,5.75,clear sky,2022-06-29 23:13:46
548,Wanning,CN,18.8003,110.3967,79.54,89,99,3.74,overcast clouds,2022-06-29 23:16:56
549,Bonnyville,CA,54.2668,-110.735,61.92,74,85,10.16,light rain,2022-06-29 23:17:56
550,Punta De Piedra,VE,7.6176,-71.4916,76.39,93,100,1.66,overcast clouds,2022-06-29 23:17:57
551,Nalut,LY,30.3333,10.85,90.16,10,0,8.37,clear sky,2022-06-29 23:17:57
552,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.02,85,82,9.73,light rain,2022-06-29 23:17:58
553,Lake Havasu City,US,34.4839,-114.3224,113.61,15,0,17.27,clear sky,2022-06-29 23:17:29
554,Kikwit,CD,-5.041,18.8162,71.98,41,80,1.95,broken clouds,2022-06-29 23:17:58
555,Neepawa,CA,50.2289,-99.4664,70.2,75,100,10.25,overcast clouds,2022-06-29 23:15:03
556,Tacuati,PY,-23.45,-56.5833,58.51,76,0,2.24,clear sky,2022-06-29 23:17:59
557,Saint-Louis,SN,16.3333,-15.0,89.83,38,18,16.8,few clouds,2022-06-29 23:17:59
558,Bima,ID,-8.4667,118.7167,77.02,88,90,5.19,overcast clouds,2022-06-29 23:18:00
559,Luganville,VU,-15.5333,167.1667,79.34,85,72,13.49,broken clouds,2022-06-29 23:18:00
560,Urdoma,RU,61.7533,48.5442,50.74,61,68,8.79,broken clouds,2022-06-29 23:18:01
561,Liberal,US,37.0431,-100.921,95.14,26,0,21.85,clear sky,2022-06-29 23:16:56
562,Xinqing,CN,48.2333,129.5,69.53,86,30,2.68,scattered clouds,2022-06-29 23:18:01
563,Log,RU,49.4844,43.8613,57.6,60,78,5.08,broken clouds,2022-06-29 23:18:02
564,Dhidhdhoo,MV,6.8833,73.1,81.19,78,100,21.41,overcast clouds,2022-06-29 23:18:02
565,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,53.44,70,0,6.78,clear sky,2022-06-29 23:18:03
566,Severomuysk,RU,56.1481,113.4267,62.71,71,54,2.75,broken clouds,2022-06-29 23:18:03
567,Beloha,MG,-25.1667,45.05,59.52,88,1,7.05,clear sky,2022-06-29 23:18:04
568,Alto Araguaia,BR,-17.3147,-53.2153,67.26,42,0,2.55,clear sky,2022-06-29 23:18:05
569,Yenotayevka,RU,47.2456,47.0281,63.97,44,0,11.41,clear sky,2022-06-29 23:18:05
570,Zemio,CF,5.0314,25.1361,67.55,91,76,1.77,light rain,2022-06-29 23:18:06
571,Ternate,ID,0.8,127.4,81.0,79,22,4.97,few clouds,2022-06-29 23:18:06
572,Shirokiy,RU,49.758,129.523,70.68,86,1,8.93,clear sky,2022-06-29 23:18:07
573,Sozopol,BG,42.4167,27.7,66.54,78,0,5.61,clear sky,2022-06-29 23:18:07
574,Orlik,RU,52.5178,99.825,55.69,83,13,1.43,few clouds,2022-06-29 23:18:08
575,Launceston,AU,-41.45,147.1667,45.16,97,40,12.66,scattered clouds,2022-06-29 23:16:23
576,Nishihara,JP,26.1842,127.7558,83.86,79,75,14.97,light intensity shower rain,2022-06-29 23:18:09
577,Antalaha,MG,-14.9003,50.2788,68.27,88,79,10.85,light rain,2022-06-29 23:18:09
578,Manchester,GB,53.4809,-2.2374,58.59,90,40,2.3,scattered clouds,2022-06-29 23:18:09
579,Cornwall,CA,45.0181,-74.7281,69.04,88,40,6.91,scattered clouds,2022-06-29 23:18:10
580,Saint-Augustin,CA,51.226,-58.6502,62.19,68,6,8.99,clear sky,2022-06-29 23:18:10
581,Inuvik,CA,68.3499,-133.7218,61.66,67,75,5.75,broken clouds,2022-06-29 23:18:11
582,Kutum,SD,14.2,24.6667,76.23,49,64,6.22,broken clouds,2022-06-29 23:18:11
583,Neiafu,TO,-18.65,-173.9833,79.95,80,99,17.43,overcast clouds,2022-06-29 23:18:12
584,Evensk,RU,61.95,159.2333,56.07,73,27,2.28,scattered clouds,2022-06-29 23:18:14
585,Slobodskoy,RU,58.7322,50.1772,46.02,80,87,5.88,overcast clouds,2022-06-29 23:18:02
586,Cayenne,GF,4.9333,-52.3333,75.24,1,0,1.14,light rain,2022-06-29 23:18:14
587,Rawah,IQ,34.4816,41.9093,89.02,18,0,9.48,clear sky,2022-06-29 23:18:15
588,Broome,US,42.2506,-75.833,76.69,50,0,10.36,clear sky,2022-06-29 23:18:16
589,Haines Junction,CA,60.7522,-137.5108,75.15,43,46,3.44,scattered clouds,2022-06-29 23:18:16
590,Karatau,KZ,43.1667,70.4667,79.25,28,54,13.56,broken clouds,2022-06-29 23:18:17
591,Matara,LK,5.9485,80.5353,78.8,88,67,12.86,broken clouds,2022-06-29 23:18:17
592,Adre,TD,13.4667,22.2,78.75,55,54,6.58,broken clouds,2022-06-29 23:18:18
593,Gobabis,NA,-22.45,18.9667,50.45,58,71,12.17,broken clouds,2022-06-29 23:18:18
594,Melfort,CA,52.8667,-104.6177,62.73,63,100,12.66,overcast clouds,2022-06-29 23:18:19
595,Beira,MZ,-19.8436,34.8389,68.09,88,40,8.05,scattered clouds,2022-06-29 23:18:19
596,Ipora,BR,-16.4419,-51.1178,69.58,39,0,0.45,clear sky,2022-06-29 23:19:20
597,Akhnur,IN,32.8667,74.7333,90.63,52,2,8.05,clear sky,2022-06-29 23:19:20
598,Soledar,UA,48.6794,38.089,62.44,59,77,6.93,broken clouds,2022-06-29 23:19:21
599,Jutai,BR,-5.1833,-68.9,75.96,78,80,1.97,broken clouds,2022-06-29 23:19:21
600,Boyolangu,ID,-8.1181,111.8935,73.33,93,98,2.33,light rain,2022-06-29 23:19:22
601,Tulum,MX,20.2167,-87.4667,84.22,63,3,6.2,clear sky,2022-06-29 23:19:22
602,Warri,NG,5.5167,5.75,74.64,95,100,5.1,light rain,2022-06-29 23:19:22
603,Vilcun,CL,-38.65,-72.2333,41.74,96,29,2.71,scattered clouds,2022-06-29 23:19:23
604,Jasper,US,37.2001,-94.3502,90.55,35,0,6.91,clear sky,2022-06-29 23:19:23
605,San Vicente,AR,-26.6167,-54.1333,45.97,90,0,2.01,clear sky,2022-06-29 23:19:24
606,Lastoursville,GA,-0.8143,12.7287,74.48,85,97,1.99,overcast clouds,2022-06-29 23:19:25
607,Lazaro Cardenas,MX,17.9583,-102.2,85.12,66,99,5.28,overcast clouds,2022-06-29 23:19:25
608,Sanford,US,28.8006,-81.2731,89.89,70,20,11.5,few clouds,2022-06-29 23:19:26
609,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,70,0,10.36,clear sky,2022-06-29 23:18:07
610,Kropotkin,RU,45.4375,40.5756,65.3,49,14,10.69,few clouds,2022-06-29 23:19:27
611,Assiniboia,CA,49.6334,-105.9845,76.82,25,3,31.07,clear sky,2022-06-29 23:19:27
612,Den Helder,NL,52.9599,4.7593,63.99,90,20,5.01,mist,2022-06-29 23:19:28
613,Kant,IN,27.8,79.8,81.79,79,97,11.32,heavy intensity rain,2022-06-29 23:19:28
614,Kawalu,ID,-7.3817,108.2082,68.68,86,82,1.7,broken clouds,2022-06-29 23:19:28
615,Srandakan,ID,-7.9386,110.2506,74.55,81,95,2.06,overcast clouds,2022-06-29 23:19:29
616,Ciechanow,PL,52.8814,20.62,65.41,95,34,7.38,scattered clouds,2022-06-29 23:19:29
617,Jacareacanga,BR,-6.2222,-57.7528,76.82,59,75,0.81,broken clouds,2022-06-29 23:19:30
618,Yambio,SS,4.5721,28.3955,66.25,97,82,2.68,broken clouds,2022-06-29 23:19:30
619,Rawson,AR,-43.3002,-65.1023,43.36,64,22,15.01,few clouds,2022-06-29 23:19:30
620,Jumla,NP,29.2747,82.1838,63.28,95,100,2.48,overcast clouds,2022-06-29 23:19:31
621,Shrewsbury,GB,52.7101,-2.7521,58.3,94,75,3.44,broken clouds,2022-06-29 23:19:31
622,Huarmey,PE,-10.0681,-78.1522,64.94,76,0,8.97,clear sky,2022-06-29 23:19:32
623,Adrar,MR,20.5022,-10.0711,92.57,16,0,12.01,clear sky,2022-06-29 23:19:32
624,Morondava,MG,-20.2833,44.2833,65.44,66,0,8.37,clear sky,2022-06-29 23:19:33
625,Logan Lake,CA,50.4998,-120.8025,55.24,78,100,3.74,overcast clouds,2022-06-29 23:15:20
626,Ocampo,MX,21.65,-101.5,73.11,32,84,17.94,broken clouds,2022-06-29 23:19:20
627,Esperance,AU,-33.8667,121.9,55.89,74,92,9.6,overcast clouds,2022-06-29 23:19:33
628,Clarence Town,AU,-32.5833,151.7833,56.8,64,93,3.8,overcast clouds,2022-06-29 23:17:36
629,Padang,ID,-0.9492,100.3543,71.65,90,100,7.85,overcast clouds,2022-06-29 23:17:26
630,Bambanglipuro,ID,-7.95,110.2833,74.19,82,91,1.9,overcast clouds,2022-06-29 23:19:34
631,Road Town,VG,18.4167,-64.6167,84.29,79,40,12.66,scattered clouds,2022-06-29 23:19:34
632,Iracoubo,GF,5.4802,-53.2011,73.27,94,100,4.09,overcast clouds,2022-06-29 23:19:35
633,Siilinjarvi,FI,63.0833,27.6667,59.02,88,0,1.14,clear sky,2022-06-29 23:19:35
634,Reading,GB,51.4562,-0.9711,59.54,78,0,6.91,clear sky,2022-06-29 23:15:39
635,Vikesa,NO,58.6376,6.0913,59.88,72,64,5.53,broken clouds,2022-06-29 23:19:36
636,Machilipatnam,IN,16.1667,81.1333,84.07,73,100,12.15,overcast clouds,2022-06-29 23:19:36
637,Bukama,CD,-9.2,25.85,66.38,49,42,2.24,scattered clouds,2022-06-29 23:19:37
638,Mayo,US,38.8876,-76.5119,86.94,67,0,10.36,clear sky,2022-06-29 23:19:37
639,Mankato,US,44.1636,-93.9994,92.39,43,20,17.27,few clouds,2022-06-29 23:19:38
640,Tahta,EG,26.7693,31.5021,83.89,35,0,7.65,clear sky,2022-06-29 23:19:38
641,Bafq,IR,31.6128,55.4107,88.47,10,1,1.83,clear sky,2022-06-29 23:19:38
642,Virginia Beach,US,36.8529,-75.978,83.01,59,75,8.05,broken clouds,2022-06-29 23:18:40
643,Port Shepstone,ZA,-30.7414,30.455,59.81,46,0,7.11,clear sky,2022-06-29 23:19:39
644,Zhireken,RU,52.8249,117.3076,75.13,54,70,2.59,broken clouds,2022-06-29 23:20:39
645,Chato,TZ,-2.6378,31.7669,67.96,52,81,6.31,broken clouds,2022-06-29 23:20:40
646,Nuevo Progreso,MX,23.1667,-97.95,84.54,69,51,1.99,broken clouds,2022-06-29 23:20:40
647,Moose Factory,CA,51.2585,-80.6094,68.0,52,40,11.5,scattered clouds,2022-06-29 23:20:41
648,Karangampel,ID,-6.4622,108.4519,73.17,71,60,5.28,broken clouds,2022-06-29 23:20:41
649,Bhatkal,IN,13.9667,74.5667,79.05,88,100,10.94,light rain,2022-06-29 23:20:41
650,Jimenez,MX,28.3333,-105.4,80.42,44,66,17.67,broken clouds,2022-06-29 23:20:42
651,Nova Olimpia,BR,-14.7972,-57.2881,72.52,52,35,1.5,scattered clouds,2022-06-29 23:20:43
652,Henties Bay,NA,-22.116,14.2845,72.95,35,7,20.49,clear sky,2022-06-29 23:19:30
653,Rocha,UY,-34.4833,-54.3333,50.16,83,100,8.52,overcast clouds,2022-06-29 23:20:43
654,Vanimo,PG,-2.6741,141.3028,81.55,75,66,6.26,broken clouds,2022-06-29 23:20:44
655,Danjiangkou,CN,32.5428,111.5086,78.57,75,0,3.06,clear sky,2022-06-29 23:20:44
656,Camacha,PT,33.0833,-16.3333,63.82,72,40,18.41,scattered clouds,2022-06-29 23:20:44
657,Gillette,US,44.2911,-105.5022,78.87,53,75,5.99,light rain,2022-06-29 23:20:05
658,Muroto,JP,33.2833,134.15,78.85,85,1,6.29,clear sky,2022-06-29 23:20:18
659,Natal,BR,-5.795,-35.2094,73.62,94,0,4.61,clear sky,2022-06-29 23:20:45
660,Hamirpur,IN,25.95,80.15,82.13,72,99,9.28,overcast clouds,2022-06-29 23:20:46
661,Quibdo,CO,5.6947,-76.6611,77.18,93,61,3.38,broken clouds,2022-06-29 23:20:46
662,Naivasha,KE,-0.7167,36.4359,50.59,95,5,3.47,clear sky,2022-06-29 23:20:46
663,Alhaurin El Grande,ES,36.643,-4.6873,67.86,96,0,2.3,clear sky,2022-06-29 23:20:47
664,Searcy,US,35.2506,-91.7363,89.6,25,0,5.39,clear sky,2022-06-29 23:16:36
665,Rybachiy,RU,48.7073,44.7449,58.57,47,0,6.71,clear sky,2022-06-29 23:20:47
666,Victor Harbor,AU,-35.5667,138.6167,55.99,84,15,1.99,few clouds,2022-06-29 23:20:48
667,Vardo,NO,70.3705,31.1107,73.38,56,31,13.8,scattered clouds,2022-06-29 23:20:48
668,Chapais,CA,49.7834,-74.8492,58.78,43,62,8.21,broken clouds,2022-06-29 23:20:49
669,Ewa Beach,US,21.3156,-158.0072,85.95,60,40,16.11,light rain,2022-06-29 23:17:35
670,Cap-Aux-Meules,CA,47.3821,-61.8597,64.45,82,75,11.5,broken clouds,2022-06-29 23:20:49
671,Shingu,JP,33.7333,135.9833,82.94,67,7,4.76,clear sky,2022-06-29 23:20:50
672,Pilar,BR,-9.5972,-35.9567,73.33,88,39,3.44,scattered clouds,2022-06-29 23:20:50
673,Hastings,GB,50.8552,0.5729,59.79,98,100,5.41,overcast clouds,2022-06-29 23:20:50
674,Paita,PE,-5.0892,-81.1144,65.17,78,2,17.18,clear sky,2022-06-29 23:20:51
675,Katherine,AU,-14.4667,132.2667,61.12,82,100,11.5,overcast clouds,2022-06-29 23:20:51
676,Bafia,CM,4.75,11.2333,68.02,99,99,2.62,light rain,2022-06-29 23:20:52
677,Grand Gaube,MU,-20.0064,57.6608,66.6,70,90,18.28,overcast clouds,2022-06-29 23:20:52
678,Assos,GR,37.9333,22.8333,76.26,55,0,2.73,clear sky,2022-06-29 23:20:52
679,Port Hedland,AU,-20.3167,118.5667,59.05,44,0,13.8,clear sky,2022-06-29 23:20:53
680,Jiuquan,CN,39.7432,98.5174,74.16,32,94,10.71,overcast clouds,2022-06-29 23:20:53
681,Ponta Delgada,PT,37.7333,-25.6667,68.5,82,20,6.91,few clouds,2022-06-29 23:20:54
682,Ereymentau,KZ,51.6199,73.1033,44.1,77,66,8.59,broken clouds,2022-06-29 23:20:54
683,Chemal,RU,51.4111,86.005,60.6,71,100,5.28,overcast clouds,2022-06-29 23:20:54
684,Miri,MY,4.4148,114.0089,77.14,94,40,4.61,scattered clouds,2022-06-29 23:20:55
685,Bacabal,BR,-4.2917,-44.7917,79.38,74,97,3.8,overcast clouds,2022-06-29 23:20:55
686,Lucapa,AO,-8.4192,20.7447,62.83,44,4,5.03,clear sky,2022-06-29 23:20:56
687,Bar-Le-Duc,FR,48.75,5.1667,59.38,71,49,3.62,scattered clouds,2022-06-29 23:20:56
688,Batasan,PH,12.7667,120.7833,80.11,85,100,14.16,moderate rain,2022-06-29 23:20:57
689,Bell Ville,AR,-32.6259,-62.6887,55.67,51,42,7.9,scattered clouds,2022-06-29 23:20:57
690,Shushenskoye,RU,53.325,91.9356,63.36,75,69,2.77,broken clouds,2022-06-29 23:20:58
691,Tanout,NE,14.9709,8.8879,87.58,35,94,4.29,light rain,2022-06-29 23:20:58
692,Mbour,SN,14.422,-16.9638,77.85,77,57,11.3,broken clouds,2022-06-29 23:21:58
693,Chapleau,CA,47.8405,-83.4034,64.49,42,75,5.75,broken clouds,2022-06-29 23:21:59
694,Villa Maria,AR,-32.4075,-63.2402,54.82,67,16,8.59,few clouds,2022-06-29 23:21:59
695,Sete,FR,43.4018,3.6966,71.94,83,4,1.92,clear sky,2022-06-29 23:17:10
696,Staicele,LV,57.8364,24.75,64.35,97,43,5.7,scattered clouds,2022-06-29 23:22:00
697,Antofagasta,CL,-23.65,-70.4,58.28,89,18,0.27,few clouds,2022-06-29 23:22:00
698,Fuyang,CN,32.9,115.8167,82.4,65,4,2.37,clear sky,2022-06-29 23:22:01
699,Tuy Hoa,VN,13.0833,109.3,81.59,75,100,11.41,moderate rain,2022-06-29 23:22:02
700,Jalu,LY,29.0331,21.5482,84.79,34,0,12.01,clear sky,2022-06-29 23:22:02
701,Planeta Rica,CO,8.4147,-75.5883,78.76,88,43,7.76,scattered clouds,2022-06-29 23:22:03
702,Augusto Correa,BR,-1.0217,-46.635,75.09,92,6,3.18,clear sky,2022-06-29 23:22:03
703,Lewisporte,CA,49.2499,-55.0482,71.31,72,21,3.89,few clouds,2022-06-29 23:22:03
704,Ostersund,SE,63.1792,14.6357,61.25,82,20,13.0,few clouds,2022-06-29 23:22:04
705,Kommunisticheskiy,RU,61.6789,64.4819,41.45,83,51,8.68,broken clouds,2022-06-29 23:22:04
706,Puerto Santander,CO,8.3636,-72.4063,78.21,91,99,1.28,overcast clouds,2022-06-29 23:22:05
707,Bose,IT,45.4612,8.0137,71.74,83,21,5.35,few clouds,2022-06-29 23:22:05
